Business Name,Email,Phone,Fax,Web Site,City,Latitude,Longitude
CCW Ventures Ltd,shaunf@ccwltd.net,250-793-5371,,,Fort St John B.C.,56.2632287,-120.8533252
Cedar Creek Caskets,simpsontg@gmail.com,250-816-0464,,http://ccreek.ca/,Nanaimo,49.1524529,-123.9296205
Cedar Feast House Catering,TCONTOIS@SHAW.CA,604-831-1215,,http://www.cedarfeasthouse.com,Vancouver,49.2619197,-123.0970126
Cedar People Beading ,warlord_antione@hotmail.ca,250-378-6866,,,Merritt ,50.1125,-120.7883333
CEEM Earth Environmental Management,lhodges@shaw.ca,250-314-0875,,,Kamloops,50.676104,-120.3318119
Central Office Furnishings Repair Ltd.,doug@officefurniturerepairs.com,604-581-8960,604-584-2637,,Burnaby,49.259418,-122.9379247
Chameleon Design & Communications,,250-748-5552,,http://www.chameleondesign.ca/,Duncan ,48.7786112,-123.7080556
Charlie Louis Saddlery,,250-545-6028,,,Vernon,50.352375,-119.325056
Charlotte & Charleen Buckskin Work ,alexandercharleen@gmail.com,250-350-3310,,,Merritt,50.1125,-120.7883333
Char-Marv Enterprises,alexandercharleen@gmail.com,250-350-3310,,,Merritt ,50.1125,-120.7883333
Chase Office Interiors Inc.,danny.c@chaseoffice.ca,604-922-0118,604-677-6653,http://chaseoffice.ca/,West Vancouver,49.3269527,-123.1377458
Chayse Diack- Sutton Showplace Realty,cdiack@sutton.com,604-793-9900,,http://www.sutton.com/agents/bc/Chilliwack/chayse-diack/,Chilliwack,49.1698899,-121.9525557
Cheam Enterprises Inc.,darwin.douglas@cheamband.com,604-794-7924,,,Rosedale,49.1829639,-121.8001535
Cheam Trading Inc.,darwin.douglas@cheamband.com,,,https://www.facebook.com/CheamTradingInc,Rosedale ,49.17761,-121.8077
Chehalis Band Store,vanessa.jules@stsailes.com,604-796-9252,,http://www.stsailesdevcorp.com/services/chehalis-store-gas-station,Agassiz,49.2973308,-121.9119884
Cheryl's Trading Post,cherylstradingpost@gmail.com,604-538-5008,,http://www.cherylstradingpost.com/,Surrey,49.0332756,-122.8014221
Chief Louie Paddle Company,sales@chieflouie.com,250-694-3334,250-694-3632,http://chieflouie.com/,Burns Lake,54.2302778,-125.7644444
Chief Will-Yum Gas Bar,,250-296-4522,250-296-3576,,Williams Lake,52.1694417,-122.1115845
Chilcotin Plateau Ent. Ltd,isabel_dodd@hotmail.com,250-659-5655,250-659-5601,http://chilcotinsilviculture.org/2012/11/26/chilcotin-plateau-enterprises-ltd/,Riske Creek,51.9686111,-122.5283333
Chinook Cove Contracting Ltd.,dm_matthew@msn.com,250-319-0846,,http://www.simpcw.com/14-information/simpcw-contractors/35-chinook-cove-contracting,Barriere,51.1797223,-120.1236111
ChiyoneStar Enterprises,chiyonestar@gmail.com,778-772-6355,,,Tahltan Reserve,58.0134115,-130.9778129
Chu Cho Industries L.P.,dwiebechucho@yahoo.ca,250-596-8989,250-561-0738,,Prince George,55.3120682,-123.142166
Chuchuwayha Forestry Limited Partnership (Capacity Forest Management),corbylamb@capfor.ca,250-287-2120,250-287-2125,http://www.capfor.ca/,Campbell River,50.0322998,-125.2684346
Chuck's On-Call Services,chucksoncallservices@gmail.com,250-715-5672,,,Duncan,48.775769,-123.709803
Chunzoolh Forest Products Ltd.,khenry@lheidli.ca,250-562 0846 x 202,250-963-9122,http://www.lheidli.ca/Lands_And_Natural_Resources/forestry.php,Prince George,54.008718,-122.613535
Chylan Emergency Gear Inc.,chylaninfo@gmail.com,604-533-0996,,http://www.chylan.ca/,Surrey,49.1121903,-122.6803255
Cisaa Forestry Corporation,canderson@tseshaht.com,250-724-1225,,,Port Alberni,49.2667771,-124.8492185
Clara's Native Arts and Crafts,clara1jack@gmail.com,250-996-1638,,,Fort St James,54.4389163,-124.2542644
Clearview Logging,amgerow@gmail.com,250-692-0876,250-692-4205,,Burns Lake,54.2008669,-125.7591569
Clip 21 Hair Studio,clip21studio@hotmail.com,250-723-4247,,,Port Alberni,49.2540496,-124.7977749
Cluxewe Resort,relax@cluxewe.com,250-949-0378,,http://www.cluxeweresort.com/,Port McNeil,50.57734165,-127.1351624
CMedia Outdoor Advertising,info@cmediaoutdoor.com,604-924-1076,,https://cmediaoutdoor.com/,North Vancouver,49.2611112,-123.1138889
Coast Salish Aquaculture Resources Ltd.,ray.gauthier@coastsalishdevcorp.com,250-924-2444,,http://coastsalishdevcorp.com/page/csa,Ladysmith,49.0146775,-123.8517994
Coast Salish Development Corporation ,ray.gauthier@coastsalishdevcorp.com,250-924-2444,,http://www.coastsalishdevcorp.com,Ladysmith,49.0146775,-123.8517994
Coast Salish Journey,hjrice@telus.net,250-701-3086,,http://www.coastsalishjourney.com/,Cowichan Bay,48.7310028,-123.6079364
Coast Tsimshian Enterprises,bob.ecdev.laxband@gmail.com,,,,Port Simpson,54.5582285,-130.4334676
Coast Tsimshian Fish Plant,norm.tsimshianfish@gmail.com,250-625-3320,,,Port Simpson,54.5522458,-130.4332582
Coast Tsimshian Resources ,ctrwaynedrury@gmail.com,250-748-0501,,http://www.ctrlp.ca,Terrace,54.513437,-128.6064798
Coldwater Bridge & Culvert Ltd,coldwaterkeller@hotmail.com,250-996-8134,,,Fort St James,54.4444445,-124.2591667
Columbia Environmental Consulting Ltd.,columbiageneral@shaw.ca,778-476-5656,778-476-5655,http://www.ourokanagan.ca/business/columbia-environmental-consulting-ltd.html,Penticton,49.4786846,-119.5985548
Columbia Scaffolding Ltd.,,604-302-1197,604-530-7192,,Abbotsford,49.05,-122.2833333
Commodores Boats Ltd,bo@commodoresboats.com,604-247-2628,604-247-2629,http://www.commodoresboats.com,Delta,49.1579034,-122.895566
Common Ground Consulting,marlane@buildabridge.ca,,604-414-3863,,Powell River,49.895765,-124.6167752
Connecting Cultures ,,250-920-0373,,,Victoria,48.4618534,-123.3614671
Connie Watts,chimsstudios@shaw.ca,604-313-0029,,http://www.conniewatts.com,Port Alberni,49.2807543,-124.98616
Cook Contracting,doncookbc@yahoo.ca,250-838-6477 ,,,Enderby,50.5502202,-119.1246902
Copper Maker Gallery,,250-949-8491,,http://www.calvinhunt.com/,Port Hardy,50.71559113,-127.5073242
Copperknot Jewelry,sales@copperknot.ca,604-445-5343,,http://www.copperknot.ca/,West Vancouver,49.3207655,-123.1211416
Coppers By Ha'eis,haeisclarehill@mac.com,250-841-2727,,,Hartley Bay,53.4228315,-129.2529686
Coqualeetza Gift Shop,julie@coqualeetza.com,604-858-9431,,http://www.coqualeetza.com/,Chilliwack,49.1595,-121.9774422
: Corfield & Associates Consulting Services,michellecorfield@shaw.ca,250-741-7540,,http://www.corfieldconsulting.ca,Nanaimo,49.1579034,-123.9622171
Cougar Island Water Taxi,,250-670-9692,,,Ahousaht,49.2527948,-126.0994881
Cowichan Kuzzins Contracting,kuzzins@telus.net,250-710-8147,250-748-3157,,Duncan,48.744162,-123.658708
Coyote Creek Rodeo,tedmarchand@shaw.ca,250-542-4646,250-542-4615,https://www.facebook.com/CoyoteCreekRodeoCompany,Vernon,50.352375,-119.325056
Coyote Rock Golf Course,willie.sellars@williamslakeband.ca,250-303-4653,,http://www.coyoterockgolf.com/,Williams Lake,52.12020946,-122.0219278
Creekstone Consulting Inc,lyn.blanchard@creekstoneconsulting.com,,,http://www.creekstoneconsulting.com,West Vancouver,49.3269527,-123.1377458
CrossRiver Wilderness Centre & Kootenay Wilderness Tours,cwcinfo@crossriver.ca,403-271-3296,,https://www.crossriver.ca/,Radium Hot Springs,50.7355095,-115.8766221
Cruiser's Grill,cruisersgrill@hotmail.ca,250-752-4814,,http://www.cruisersgrill.ca,Qualicum Beach,49.3114881,-124.5187789
CSC Electric Ltd.,cscelectric@telus.net,250-851-6225,,http://www.cscelectric.ca,Kamloops,50.6925449,-120.3283725
Culture Shock Interactive Gallery ,info@cultureshockgallery.ca,250-974-2484,,http://www.cultureshockgallery.ca/,Alert Bay,50.5919914,-126.9332733
Currie Creek Electric and Associates,jon@curriecreek.com,604-855-2469,604-826-7780,http://www.curriecreek.com/,Deroche,49.130977,-122.313738
Cynthia M. Joseph,rubyjane@telus.net,250-842-8877,,,New Hazelton,55.2433334,-127.5869444
D & D Contracting,,250-842-0564,,,Gitanmaax,55.2628252,-127.6592677
D&D RV Centre & Mini Storage,info@ddservicecentre.com,250-447-9337,,http://www.ddservicecentre.com/index.html,Christina Lake,49.0426368,-118.206094
D. Frocklage Contracting Ltd.,frocklage@gmail.com,250-771-5708,,,Dease Lake,58.4333334,-130.0241667
D.Hoey Construction,donhoey20@gmail.com,250-520-0318,,,Sorrento,50.8819317,-119.4018068
D.J.S. Enterprises,Kevindjsenterprises@gmail.com,604-741-1703,,,Halfmoon Bay,49.4860439,-123.8522958
Dal et La,bbonner@idlprojects.com,250-649-0561,,http://www.idlprojects.com/,Prince George,53.8767219,-122.7388295
Dan Dettieh Contracting Ltd.,,250-774-7209,,,Fort Nelson,58.8055556,-122.6972222
Dan Mayers Contracting Ltd.,leannewalker_12@hotmail.com,604-885-2462,,,Sechelt,49.4858715,-123.7523374
Dancing Moose Enterprises,dc123@telus.net,250-359-6673,,,South Slocan,49.4666667,-117.5166667
Dare to Dream,fnlady48@live.ca,250-457-9169,,,Cache Creek ,50.8119445,-121.3233333
Darlen Transport (1986) Ltd. ,rocky@darlentransport.com,250-372-9566,,http://www.darlentransport.com,Kamloops,50.711608,-120.327667
David Neel Studio,neel.david@gmail.com,604-988-9215,604-988-9215,http://davidneel.com/index.php,North Vancouver,49.3111735,-123.0795971
Dawson Analytics Inc.,DawsonAnalytics@outlook.com,604.961.5129,,http://www.dawsonanalytics.com,Maple Ridge,49.2512469,-122.5874728
Dayesi Services Ltd. ,info@dayesi.ca,604-825-5271 ,,http://www.dayesi.com/,Abbotsford,49.053823,-122.2889648
Deadman Valley F.N. Contracting,deadmanvalley@telus.net,250-571-4523,,,Savona,50.75,-120.8333333
Deadman Valley First Nation Contracting,deadmanvalley@telus.net,250-571-4523,,,Savona,50.75,-120.8333333
Dease Valley Resources,,,,,Dease Lake,58.4333334,-130.0241667
Deer Point Development Ltd,ray.gauthier@coastsalishdevcorp.com,250-924-2444,,http://coastsalishdevcorp.com/page/deer-point,Ladysmith,49.0146775,-123.8517994
Dene Energy,dene.energy2011@gmail.com,250-774-3278,,,Fort Nelson,58.8055556,-122.6972222
Denham Law Office,lisa@denhamlawoffice.com,250-828-2846,250-372-2592,,Kamloops,50.6759004,-120.3387262
Denise Nicholson RMT,,250-723-0102,,,Port Alberni,49.2456435,-124.7945181
Dent King,info@dentking.com,604-687-3368,,http://www.dentking.biz/index.php,Richmond,49.1778587,-123.1009683
Desjarlais Drywall,joedesjarlais@hotmail.com,778-892-0095,,,North Vancouver,49.3197749,-123.0502102
DEVA Training & Staffing Solutions,sam@digitaldeva.org,250.204.2089,, http://digitaldeva.org,Lantzville,49.2513134,-124.0724883
Distinct Designs,,250-774-7657,,,Fort Nelson,58.808371,-122.6743365
Djogaslee House Projects,a59sampson@hotmail.com,250-842-6603,,,Hazelton,55.2558334,-127.6755555
dk Architecture Inc.,dk@dkarchitecture.ca,,,,North Vancouver,49.3233871,-123.1213683
DK Helicropper Int'l Ltd. ,gene@helicropper.com,604-857-2250,604-857-2260,http://www.helicropper.com/,Abbotsford,49.1474523,-122.4354597
DKGL Excavating,rgmuldoe@hotmail.com,250-842-2345,,,Kispiox,55.3586778,-127.6873256
DL Safety Consulting,info@dlsafetyconsulting.ca,604-569-20054,778-397-1615,http://dlsafetyconsulting.ca/home2,Burnaby,49.2253296,-122.9385925
DNL Contracting,d.hiebert@telus.net,250-256-4114,,,Lillooet,50.6752786,-121.9341065
Dockside Smoked Fish Store,tofino@himwitsa.com,250-725-2017,,http://www.himwitsa.com/smoked-fish-store-tofino-seafood-market-smoked-canned-salmon-seafood-wholesalers-tofino-bc.htm,Tofino,49.1530556,-125.9044444
Doig River Energy Ltd.,taven@dreoilfield.com,250-785-7093,,,Fort St John,56.2525,-120.8466667
Doig River Timber,cpoucecoupe@doigriverfn.com,250-827-377 or 250-262-8011,,,Rose Prairie,56.5,-120.7833333
"Domcor Health, Safety & Security Inc.",debbieshea@domcor.ca,250-286-3163,,http://www.domcor.ca/,Campbell River,50.0276457,-125.2484805
Dominion Aggregates,dcgl@telus.net,250-342-1677,250-342-4466,,Invermere,50.5058334,-116.0305555
Dominion Excavating Ltd ,diacote@telus.net,250-342-1677,250-342-4466,,Invermere,50.5058334,-116.0305555
Donald A Cook Contracting,doncookbc@yahoo.ca,250-306-5064,,,Enderby,50.5503102,-119.1346113
Doolan Trucking,spdoolan68@yahoo.com,250-326-4344,,,Ginglox,54.9964447,-129.952372
Douglas Communications Inc. ,jean@dcom.ca,604-202-1874,,http://www.dcom.ca,Maple Ridge,49.2094197,-122.5657254
Drake Forestry Services Ltd.,rdrake@drakeforestry.com,250-769-0507,250-769-4316,http://www.drakeforestry.com/drakeforestry/,Kelowna,49.8803335,-119.5281435
Dreamcatcher Business Solutions,william@dcbsolutions.com,250-710-2580,,http://www.dcbsolutions.com,Cobble Hill,48.6828776,-123.5625795
Dreamweaver's Trading,inez.andy5@gmail.com,,,,Mount Currie,50.3166667,-122.7166667
Dunedin River Contracting,,,,,Fort Nelson,58.8055556,-122.6972222
Duraglas Composites,tonyd@duraglascomposites.com,250-212-5604,,http://duraglascomposites.com/,West Kelowna,49.8713178,-119.5398082
Duz Cho Construction,reception@dcclp.com,250-788-3120,,http://www.duzcho.com/,Chetwynd,55.6962345,-121.6213081
Duz Cho Construction LP,albertson@dcclp.com,250-788-3120,250-788-3188,https://duzcho.com/duz-cho-construction/,Chetwynd,55.6963381,-121.6266684
Duz Cho Logging,admin@duzchologging.com,250-997-4420,,http://www.duzchologging.com/,Mackenzie,55.3122231,-123.1407469
Dwayne Malloway ,dwaynemalloway@gmail.com,604-824-5294,,,Chilliwack,49.1131596,-121.9440463
Dynamic Online Marketing Corp,eggwoll2go@yahoo.com,604-580-2850,,,Surrey,49.1947978,-122.8060404
Dynamic Tree Services,info@dynamictreeservices.com,604-830-0998,,http://www.dynamictreeservices.com,Burnaby,49.2711403,-123.0077429
E & K Construction,jolena_hope@hotmail.com,,,,Hope,49.38,-121.4413889
Eagle Auto Wrecking and Khowutzun Auto Recycling Sales,,250-715-1188,,,Duncan,48.775769,-123.709803
Eagle Claw Contracting,dagreen@xplornet.com,250-659-5800,,,Riske Creek,51.9686111,-122.5283333
Eagle Home Inspection,terry@eagleinspection.ca,250-878-3994,,http://eagleinpection.ca/,West Kelowna,49.8633609,-119.6127349
Eagle Landing Development Limited Partnership,davidjimmie@squiala.com,604-792-8300,604-792-4522,,Chilliwack,49.1575792,-121.9800912
Eagle Rock Materials Ltd.,rick@hupacasath.ca,250-724-1232,,,Port Alberni,49.2344445,-124.8058333
Eagleeye Pictures,eagleeyepictures@shaw.ca,250-723-6851,,,Port Alberni,49.2467253,-124.7977823
Earthline Contemporary Aboriginal Designs & Accessories,,250-280-1458,,,Lower Nicola,50.1766152,-120.8669725
Edzerza Gallery,edzerza@gmail.com,778-836-6111,,http://www.edzerzagallery.com/,Vancouver ,49.2611112,-123.1138889
Edziza Contracting Ltd.,cburger38@hotmail.com,250-615-1408,,,Terrace,54.5031485,-128.5870657
Eensa Contracting Ltd.,,250-775-1571,250-774-7566,,Fort Nelson,58.8055556,-122.6972222
Eh-Cho-Dene Enterprises,samantha@ehchodene.com,250-774-7523,250-774-7525,http://www.ehchodene.com/,Fort Nelson,58.8043923,-122.7390938
Ekoolthaht Marine Corporation,canderson@tseshaht.com,250-724-1225,,,Port Alberni,49.2667771,-124.8492185
Elaine Alec Consulting,elaine@elainealec.com,250-809-2592,,http://elainealec.homestead.com/,Penticon,49.491331,-119.644963
Eleven 22 Grill & Liquids,eleven22@redshift.bc.ca,250-344-2443,,http://www.eleven22.ca/index.htm,Golden,51.2940449,-116.9629507
Ellis Excavating Ltd,ellisexcavating@shaw.ca,250-756-9918,,,Nanaimo,49.2203405,-124.0111353
Em Salon and Spa,info@emsalonspa.ca,250-723-8322,,http://www.emsalonspa.ca,Port Alberni,49.2561138,-124.8105236
Embark Engineering,info@embarkengineering.com,604-293-3280,,http://www.embarkengineering.com/,Burnaby,49.259969,-123.0113595
Emerge Wings of Change Consulting,palnata7.emerge@gmail.com,604-313-5676,,,Powell River,49.894387,-124.5996721
Emory Creek Campground,info@emorycreekcampground.com,604-869-1167,,http://emorycreekcampground.com,Yale,49.51361,-121.416761
Enigma Apparel and Promotions,,778-631-3313,778-631-3316,http://www.enigmapromo.ca/,Kitimat ,54.0544068,-128.6533348
EnviroPro,info@enviroprocanada.ca,778-882-5918,,http://www.enviroprocanada.ca/,Burns Lake,54.2226069,-125.7467446
Epicure with Christine,christine_s_friesen@hotmail.com,250-879-0799,,,Kamloops,50.6758334,-120.3394444
Equis Forestry Products Ltd,canderson@tseshaht.com,250-724-1225,,,Port Alberni,49.2667771,-124.8492185
Erich Glendale Art,erichglendalecarver@hotmail.com,250-723-8841,,http://www.erichglendalecarver.com/,Port Alberni,49.2718552,-124.8609426
Eri-Cut & Nailed,erica_jean_ryan@hotmail.com,250-637-1777,,https://www.facebook.com/pages/Eri-Cut-Nailed/159522787403394,Skidegate,53.2666667,-131.9902778
Esh-kn-am Investments Joint Venture,brenda.walkem@gmail.com,250-315-0085,250-315-0084,http://www.eshknam.com,Spences Bridge,50.4225717,-121.3437443
Etched in time ,laserwiz@gmail.com,250-256-0029,,,Lilooet,50.689439,-121.9532452
Etzerza Contracting ,,250-235-3025  ,,,Telegraph Creek,57.9,-131.1666667
Eustache Consulting,leustache39@hotmail.com,250-672-9995,250-672-5858,http://www.simpcw.com/,Barriere,51.1797223,-120.1236111
Evedar's Bistro,franhj16@hotmail.com,250-391-8636,,http://evedarsbistro.com,Langford,48.4483167,-123.5012052
F&A Earthmoving Ltd,leary@shaw.ca,604-302-0404,,,Mission,49.1591667,-122.2838889
Factory Direct Furniture,alphonseinwl@gmail.com,250-392-0074,250-398-6074,http://www.factorydirectwilliamslake.ca/,Williams Lake,52.1407756,-122.134909
Falcon Camp Services Inc.,thill@falconcontractingltd.com,250-563-5609,250-563-5619,http://www.falconcampservices.com/,Prince George,53.8431348,-122.7287357
Fast & Corcoran,lfast@nativelaw.ca,250-261-4529,,,Coquitlam,49.3199024,-122.7940588
Fernie Cardlock,info@ferniecardlock.com,250-423-7205,,http://www.ferniecardlock.com,Fernie,49.5154421,-115.0604805
Finel Cut Contracting Services,finelcut@gmail.com,604-603-9474,,,Coquitlam,49.2841667,-122.7936111
First Light Initiatives,bireland@telus.net,,,,West Vancouver,49.3269527,-123.1377458
First Nations Business Advisory Services Ltd.,,250-957-2555,250-957-2522,,Bella Bella,52.165131,-128.144839
First Nations Carpentry Services,nellie@moberlylake.net,250-788-4205,,,Moberly Lake,55.8333334,-121.7333333
First Nations Consulting Services,davidlawson@eaglecoatings.net,604-538-7170,,http://www.eaglecoatings.com,Surrey,49.016537,-122.7761322
First Nations Films,richard@firstnationsfilms.com,604-318-5418,,http://www.firstnationsfilms.com/index.html,North Vancouver,49.3424129,-123.0712617
First Nature Mechanical Ltd.,service.fnm@gmail.com,,,,Chilliwack,49.1347378,-121.9598039
First Peoples Group of Companies,George@firstpeoplesgoc.com,604-565-7773,,,West Vancouver,49.3269823,-123.1377462
FlexiNet Broadband Inc. ,,250-489-3539,,http://www.flexinet.ca/,Cranbrook,49.5080556,-115.7469444
FN (PTP) Group Limited Partnership,,,,,Vancouver,49.2611112,-123.1138889
Forfathurs Collective,ejwcampbell@gmail.com,604-220-7983,,http://www.forfathurscollective.com/,Langley ,49.1712091,-122.5643115
Formline Architecture + Urbanism,info@formline.ca,604-683-7232,,http://www.formline.ca/,Vancouver,49.282659,-123.1123364
Fort Nelson Dene Gas,,250-774-2299,,,Fort Nelson,58.8055556,-122.6972222
Fountain Flat Trading Post & Gas Bar,vmadolph658@gmail.com,250-256-0148,,http://www.fountainflattradingpost.com,Fountain,49.1711501,-119.5590276
Fountain Ranch Ltd.,ranch@xaxlip.ca,,,http://www.xaxlip.ca/Fountain_Ranch.html,Lillooet ,50.6938889,-121.9336111
Four Corners Tribal Business Corporation,mwatson@fourcornerstbc.ca,604-824-5270,,http://www.fourcornerstbc.ca/,Chilliwack,49.1666667,-121.95
Four Directions Management Services Ltd.,,250-320-3548,,http://www.fdms.ca/,Kamloops,50.6887085,-120.2861815
Four Directions Martial Arts Academy,fourdirectionsmartialarts@hotmail.com,604-798-8143,,http://www.fourdirectionsmartialarts.com/,Chilliwack,49.1347378,-121.9598039
Framed in Time,knukfan@yahoo.ca,250-256-0029,,,Lillooet ,50.689439,-121.9532452
Frank J. Alec Consulting,frankjalec@gmail.com,250-692-0465,250-692-7343,https://www.youtube.com/watch?v=GCSczDUBKyM,Burns Lake,54.2302778,-125.7644444
Fraser Valley Office Systems,jnickel@freaservalleyofficesystems.com,604.621.3866,,http://fraservalleyofficesystems.com/,Abbotsford,49.0490255,-122.3828463
Freda's Catering and Cakes,,250-842-0087,,,Gitanmaax ,55.2529901,-127.6743081
Friendly Treasures Gift Shop,thriftstore@lfcs.ca,250-256-4400,,http://www.lfcs.ca/index/thrift-store,Lillooet,50.6899757,-121.9374692
Friendship Catering Services,friendshipcatering@shaw.ca,604-568-1585,,,Vancouver,49.2813278,-123.0714553
G&G Environmental Consulting LTD,ggec@telus.net,250-768-8053,,,Westbank,49.8296358,-119.6071593
G. Gairdner Enterprises Ltd,grantgairdner@yahoo.com,250-630-2614,,,Fort St John,56.2525,-120.8466667
G.I. Lampreau Contracting Ltd,,250-672-5858,,http://www.simpcw.com,Barriere,51.1797223,-120.1236111
G.R. Edwards Trucking & Excavation,gerald_tandem@yahoo.ca,604-230-9412,,,"Port Coquitlam,",49.2347593,-122.7790836
Gail's Burger Wagon,gailstump@hotmail.com,778-417-0056,,,Alexis Creek,52.0833334,-123.2833333
G'Alexcee Safety Service Inc.,galxc.ss1@gmail.com,778-884-6078,,http://www.galexceesafetyservice.ca,Terrace,54.540181,-128.5972746
Ganhada Management Group,aokabe@ganhada.com,604-263-8646,,http://www.ganhada.com/,Vancouver,49.2339447,-123.1992217
Garrison Bistro,greglrobinson@hotmail.com,604-858-2346,604-858-9369,http://www.garrison-bistro.ca/,Chilliwack,49.1053757,-121.9652682
Gayle's Catering ,gaylened49@hotmail.com,778-347-9963,,,Abbotsford ,49.0607706,-122.19304
Geel Enterprises Incorporated,geel09@shaw.ca,778-887-4670,,http://geelenterprises.com/,Gitanmaax,55.2601841,-127.6577399
GENCO Fire Protection,gencofp@gmail.com,250-600-2080    ,,,Prince Rupert ,54.3049512,-130.3241991
Generous Electric Ltd,generous@shaw.ca,250-701-3610,,,Duncan,48.7473455,-123.7590399
Germain Favel Specialized Services Incorporated,Info@gfssincorporated.com,604-281-4988,604-281-4989,http://www.gfssincorporated.com/,West Vancouver,49.3269823,-123.1377462
Germain Favel Specialized Services Incorporated (GFSS),info@gfssincorporated.com,250-999-4988,778-574-6584,http://www.gfssincorporated.com/,Vernon,50.2335596,-119.4516167
Get'um'done Contracting Ltd.,getumdone@telus.net,250-845-0025,,,Houston,54.3983334,-126.6483333
GI Charles,,250-670-2456,,,Ahousaht,49.2527948,-126.0994881
Gilwa Consulting Inc.,gilwaconsultingoffice@gmail.com,778-215-1888,,http://www.gilwaconsulting.com,Kelowna,49.8804877,-119.4070893
Gitanmaax Development Corporation,,,,,Old Hazelton,55.2551756,-127.6773791
Gitanyow Economic Development Corp,starlundm@gmail.com,250-849-8406,,,Kitwanga,55.1,-128.0666667
Gitmaxmak'ay Nisga'a Prince Rupert/Port Edward Society,blair@gitmaxmakay.ca,250-627-1595,,http://nnkn.ca/node/80,Prince Rupert,54.3097751,-130.3297796
Gitsegukla Economic Development Corporation,info@gitxsanbusiness.com,250-849-5700,,http://www.gitsegukla.org/,South Hazelton,55.2558334,-127.6755555
Gitsegukla Hemp Corporation,,778-229-9997,,,South Hazelton ,55.2558334,-127.6755555
Gitxaala Environmental Monitoring,gem@gitxaalanation.com,250-624-3339,,https://gitxaala.wordpress.com/,Prince Rupert,54.3162291,-130.3232365
Gitxsan Development Corporation,info@gitxsanbusiness.com,604-940-1213,,http://www.gitxsanbusiness.com/,Delta,49.0909387,-123.0858192
Gitxsan Energy Inc,jako@telus.net,,,,Delta ,49.0847223,-123.0586111
Gitxsan Forestry Enterprises Inc,info@gitxsanbusiness.com,250-842-5055 ,,http://www.gitxsan.com/community/news/gitxsan-forest-enterprises-inc-gfei/,Hazelton,55.2383887,-127.6502511
Gleyzay Holdings Ltd.,buckley63@telus.net,250-640-2038,,http://www.gleyzayholdings.ca,Prince George B.C.,53.8004125,-122.6564184
Golden Eagle Gifts,vienna.af@hotmail.com,778-421-1443,,,Port Alberni,49.25978,-124.8185109
GR & L Fishing Inc,info@greatriverfishing.com,604-792-3543,604-792-3543,,Chilliwack,49.1805628,-121.9557019
Grace Harbour Oyster Company Ltd.,kevin.timothy@sliammon.bc.ca,,,,Powell River,49.8981532,-124.607871
Graham River Oilfield Services Ltd.,griveroilfieldservicesltd@hotmail.com,250-772-5161 or 250-261-3540,,,Wonowon,56.727364,-121.9610636
Grant Conlon Trucking Ltd.,grantconlon@msn.com,250-698-7607,,,Brurns Lake,54.2224605,-125.7455477
Grassy Bay Services Ltd.,grassy@citytel.net,250-624-9450,,http://www.metlakatla.ca/mdc-businesses/grassy-bay-petrocanada,Prince Rupert,59.6,-134.1833333
Great River Fishing Adventures,,604-991-3474,,http://www.greatriverfishing.com/,Chilliwack,49.1805628,-121.9557019
Greatwest Tree Service,greatwesttreeservice@gmail.com,604-644-1510,604-576-2617,http://www.greatwesttreeservice.com/,Vancouver,49.2611112,-123.1138889
Green Boss Energy Ltd.,roland@greenbossenergy.com,250-682-3353,,http://www.greenbossenergy.com,Heffley Creek,50.8572223,-120.2747222
Green Mountain Janitorial Services,impallasecurity@shaw.ca,778-520-2280,778-520-2212,,Cranbrook,49.5138589,-115.7629171
Green's Fish Guiding,,,,,Kitimat,53.975,-128.65
Greenstar Forest Solutions,greenstarfsi@gmail.com,,,http://www.greenstarfsi.com/,Valemount,52.8285427,-119.2647656
Greenville Enterprise Inc.,mstevens@3xgmm.com,250-621-3371,250-621-3266,,Greenville,55.03294,-129.581206
Greenville Tourism Services Ltd.,mstevens@3xgmm.com,250-621-3371,,,Greenville,55.03294,-129.581206
Grieg Seafoods,admin@yuquot.ca,250-283-2015,,http://www.griegseafood.no/english.aspx?pageId=20,Gold River,49.7813889,-126.0469444
Grizzley Clan Creative Arts,sherry.sherrystewart.stewart7@gmail.com,604-626-7018,,,Abbotsford,49.0096792,-122.1835866
Gus Poirier Construction,guspoirier@yahoo.com,250-847-5293,,,Smithers,54.801953,-127.0270514
Gwaalagaa Naay Corporation,gncorp1@gmail.com,250-559-0014,250-558-0013,http://www.skidegate.ca/Pages/programs/gwaalagaa_naay.html,Skidegate,53.248902,-131.9972708
Gwaii Engineering Ltd., cbrown@gwaiieng.com,250-886-0049,,https://www.gwaiieng.com/,Victoria ,48.4400995,-123.3737331
Gwaii Holdings Ent.,gwaii33@mhtv.ca,250-626-5164,250-626-5164,,Masset,54.0336205,-132.1739793
Gwaii Services,mlouie@myway.com,604-306-9697,,,Vancouver,49.2402275,-123.1445862
G'wsep Gas and Food,vernonraphael@yahoo.ca,250-455-6604,,,Lytton,50.2569684,-121.5909435
H.G.Xcavating,h.g.xcavating@gmail.com,250-732-3838,,,Duncan,48.7698519,-123.6771554
HAICO (Haida Enterprise Corporation),info@haico.ca,604-763-1844,,http://www.haico.ca/,Skidegate,53.2666667,-131.9902778
Haida Fishing Charters,haidafishing1@gmail.com,250-559-0014,,http://haidafishingcharters.com/#,Skidegate,53.248903,-131.9972708
